soc_2010,title_2010,group_id,oews_tot_emp_allocated,oews_tot_emp_imputed,oews_a_mean,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
33-2022,Forest Fire Inspectors and Prevention Specialists,364,2290.0,2290.0,56780.0,0.0,45.0,0.0,20.0,0.0,21.0,45.0,20.0,21.0,0.0,45.0,0.0,20.0,0.0,21.0,45.0,20.0,21.0,0.0,0.019650655021834062,0.0,0.008733624454148471,0.0,0.009170305676855894,0.019650655021834062,0.008733624454148471,0.009170305676855894
33-3011,Bailiffs,365,16470.0,16470.0,54680.0,23.0,0.0,19.0,0.0,0.0,0.0,23.0,19.0,0.0,23.0,0.0,19.0,0.0,0.0,0.0,23.0,19.0,0.0,0.0013964784456587736,0.0,0.001153612629022465,0.0,0.0,0.0,0.0013964784456587736,0.001153612629022465,0.0
33-3012,Correctional Officers and Jailers,366,363250.0,363250.0,54760.0,7198.0,4623.0,3203.0,1547.0,555.0,2484.0,11821.0,4750.0,3039.0,7198.0,4623.0,3203.0,1547.0,555.0,2484.0,11821.0,4750.0,3039.0,0.019815554026152787,0.012726772195457673,0.008817618719889883,0.004258774948382656,0.0015278733654507915,0.00683826565726084,0.03254232622161046,0.01307639366827254,0.008366139022711631
33-3021,Detectives and Criminal Investigators,367,107400.0,107400.0,91610.0,1660.0,2412.0,1128.0,600.0,16.0,1274.0,4072.0,1728.0,1290.0,1660.0,2412.0,1128.0,600.0,16.0,1274.0,4072.0,1728.0,1290.0,0.015456238361266294,0.022458100558659218,0.010502793296089385,0.00558659217877095,0.000148975791433892,0.01186219739292365,0.03791433891992551,0.016089385474860336,0.012011173184357541
33-3031,Fish and Game Wardens,368,6530.0,6530.0,59860.0,0.0,73.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.011179173047473201,0.0,0.0,0.0,0.0,0.011179173047473201,0.0,0.0
33-3041,Parking Enforcement Workers,369,8150.0,8150.0,44670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-3051,Police and Sheriff's Patrol Officers,370,655890.0,655890.0,71380.0,1320.0,766.0,961.0,466.0,27.0,194.0,2086.0,1427.0,221.0,1320.0,766.0,961.0,466.0,27.0,194.0,2086.0,1427.0,221.0,0.0020125325893061334,0.0011678787601579533,0.0014651847108509048,0.0007104849898611048,4.116543932671637e-05,0.0002957813047919621,0.0031804113494640868,0.0021756697007120096,0.00033694674411867843
33-3052,Transit and Railroad Police,371,3370.0,3370.0,76380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-9011,Animal Control Workers,372,11490.0,11490.0,43780.0,124.0,553.0,0.0,249.0,0.0,47.0,677.0,249.0,47.0,124.0,553.0,0.0,249.0,0.0,47.0,677.0,249.0,47.0,0.010791993037423847,0.04812880765883377,0.0,0.0216710182767624,0.0,0.004090513489991297,0.058920800696257616,0.0216710182767624,0.004090513489991297
33-9021,Private Detectives and Investigators,373,32050.0,32050.0,59400.0,90.0,158.0,49.0,17.0,0.0,44.0,248.0,66.0,44.0,90.0,158.0,49.0,17.0,0.0,44.0,248.0,66.0,44.0,0.0028081123244929796,0.0049297971918876755,0.001528861154446178,0.000530421216848674,0.0,0.0013728549141965678,0.0077379095163806555,0.0020592823712948516,0.0013728549141965678
33-9031,Gaming Surveillance Officers and Gaming Investigators,374,10500.0,10500.0,39290.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.0014285714285714286,0.0
33-9032,Security Guards,375,1124890.0,1124890.0,36700.0,1458.0,20.0,872.0,0.0,174.0,0.0,1478.0,872.0,174.0,1458.0,20.0,872.0,0.0,174.0,0.0,1478.0,872.0,174.0,0.0012961267323916116,1.777951621936367e-05,0.000775186907164256,0.0,0.00015468179110846394,0.0,0.0013139062486109752,0.000775186907164256,0.00015468179110846394
33-9091,Crossing Guards,376,91270.0,91270.0,37490.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.00019721704831817684,0.0,0.0,0.0,0.0,0.0,0.00019721704831817684,0.0,0.0
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",377,107930.0,107930.0,28370.0,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0007597516909107756,0.0,0.0,0.0,0.0,0.0007597516909107756,0.0,0.0
33-9093,Transportation Security Screeners,378,47550.0,47550.0,48520.0,78.0,183.0,52.0,90.0,0.0,0.0,261.0,142.0,0.0,78.0,183.0,52.0,90.0,0.0,0.0,261.0,142.0,0.0,0.001640378548895899,0.0038485804416403787,0.0010935856992639328,0.0018927444794952682,0.0,0.0,0.0054889589905362775,0.0029863301787592007,0.0
33-9099,"Protective Service Workers, All Other (#)",379,157940.0,157940.0,38306.45055084209,334.0,375.0,190.0,106.0,0.0,96.0,709.0,296.0,96.0,334.0,375.0,190.0,106.0,0.0,96.0,709.0,296.0,96.0,0.0021147271115613524,0.0023743193617829558,0.0012029884766366974,0.0006711409395973154,0.0,0.0006078257566164366,0.004489046473344308,0.001874129416234013,0.0006078257566164366
35-1011,Chefs and Head Cooks,380,160190.0,160190.0,60210.0,180.0,881.0,94.0,359.0,0.0,336.0,1061.0,453.0,336.0,180.0,881.0,94.0,359.0,0.0,336.0,1061.0,453.0,336.0,0.001123665647044135,0.005499719083588239,0.0005868031712341594,0.002241088707160247,0.0,0.0020975092078157186,0.0066233847306323744,0.0028278918783944066,0.0020975092078157186
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,381,1169620.0,1169620.0,41020.0,110.0,1044.0,52.0,453.0,0.0,478.0,1154.0,505.0,478.0,110.0,1044.0,52.0,453.0,0.0,478.0,1154.0,505.0,478.0,9.404763940425096e-05,0.0008925975958003454,4.445888408200954e-05,0.0003873052786375062,0.0,0.0004086797421384723,0.0009866452352045964,0.00043176416271951577,0.0004086797421384723
35-2011,"Cooks, Fast Food",382,725590.0,725590.0,27920.0,0.0,2490.0,0.0,1201.0,0.0,1010.0,2490.0,1201.0,1010.0,0.0,2490.0,0.0,1201.0,0.0,1010.0,2490.0,1201.0,1010.0,0.0,0.0034316900729061866,0.0,0.0016552047299439078,0.0,0.00139197067214267,0.0034316900729061866,0.0016552047299439078,0.00139197067214267
35-2012,"Cooks, Institution and Cafeteria",383,417780.0,417780.0,33670.0,0.0,132.0,0.0,0.0,0.0,22.0,132.0,0.0,22.0,0.0,132.0,0.0,0.0,0.0,22.0,132.0,0.0,22.0,0.0,0.000315955766192733,0.0,0.0,0.0,5.2659294365455505e-05,0.000315955766192733,0.0,5.2659294365455505e-05
35-2013,"Cooks, Private Household",384,610.0,610.0,45510.0,22.0,100.0,21.0,18.0,0.0,16.0,122.0,39.0,16.0,22.0,100.0,21.0,18.0,0.0,16.0,122.0,39.0,16.0,0.036065573770491806,0.16393442622950818,0.03442622950819672,0.029508196721311476,0.0,0.02622950819672131,0.2,0.06393442622950819,0.02622950819672131
35-2014,"Cooks, Restaurant",385,1321480.0,1321480.0,33940.0,187.0,2144.0,156.0,1199.0,0.0,750.0,2331.0,1355.0,750.0,187.0,2144.0,156.0,1199.0,0.0,750.0,2331.0,1355.0,750.0,0.0001415080061748948,0.0016224233435239276,0.0001180494596967037,0.0009073160395919726,0.0,0.0005675454793110755,0.0017639313496988225,0.0010253654992886762,0.0005675454793110755
35-2015,"Cooks, Short Order",386,133290.0,133290.0,30770.0,49.0,284.0,41.0,71.0,0.0,54.0,333.0,112.0,54.0,49.0,284.0,41.0,71.0,0.0,54.0,333.0,112.0,54.0,0.0003676194763298072,0.0021306924750543925,0.00030759996999024685,0.0005326731187635981,0.0,0.0004051316677920324,0.0024983119513841997,0.000840273088753845,0.0004051316677920324
35-2019,"Cooks, All Other",387,18590.0,18590.0,35120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-2021,Food Preparation Workers,388,904330.0,904330.0,30720.0,0.0,467.0,0.0,129.0,0.0,174.0,467.0,129.0,174.0,0.0,467.0,0.0,129.0,0.0,174.0,467.0,129.0,174.0,0.0,0.0005164044098946181,0.0,0.00014264704256189667,0.0,0.00019240763880441875,0.0005164044098946181,0.00014264704256189667,0.00019240763880441875
35-3011,Bartenders,389,613070.0,613070.0,34490.0,16.0,392.0,0.0,150.0,0.0,142.0,408.0,150.0,142.0,16.0,392.0,0.0,150.0,0.0,142.0,408.0,150.0,142.0,2.60981617107345e-05,0.0006394049619129952,0.0,0.00024467026603813597,0.0,0.0002316211851827687,0.0006655031236237298,0.00024467026603813597,0.0002316211851827687
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",390,1662525.0,1662525.0,28130.0,56.0,206.0,33.0,19.0,0.0,93.0,262.0,52.0,93.0,56.0,206.0,33.0,19.0,0.0,93.0,262.0,52.0,93.0,3.368370400445106e-05,0.0001239079111592307,1.984932557405152e-05,1.1428399572938753e-05,0.0,5.593900843596337e-05,0.00015759161516368174,3.127772514699027e-05,5.593900843596337e-05
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",390,1662525.0,1662525.0,28130.0,220.0,740.0,157.0,354.0,0.0,173.0,960.0,511.0,173.0,220.0,740.0,157.0,354.0,0.0,173.0,960.0,511.0,173.0,0.00013232883716034346,0.00044510608863024617,9.443467015533601e-05,0.0002129291288852799,0.0,0.00010405858558517917,0.0005774349257905896,0.0003073637990406159,0.00010405858558517917
35-3031,Waiters and Waitresses,391,2122210.0,2122210.0,33020.0,44.0,672.0,20.0,275.0,0.0,258.0,716.0,295.0,258.0,44.0,672.0,20.0,275.0,0.0,258.0,716.0,295.0,258.0,2.0733103698502977e-05,0.00031665103830440906,9.42413804477408e-06,0.0001295818981156436,0.0,0.00012157138077758563,0.00033738414200291207,0.00013900603616041768,0.00012157138077758563
35-3041,"Food Servers, Nonrestaurant",392,248870.0,248870.0,31940.0,82.0,0.0,59.0,0.0,0.0,0.0,82.0,59.0,0.0,82.0,0.0,59.0,0.0,0.0,0.0,82.0,59.0,0.0,0.00032948929159802305,0.0,0.00023707156346687024,0.0,0.0,0.0,0.00032948929159802305,0.00023707156346687024,0.0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,393,439770.0,439770.0,30290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-9021,Dishwashers,394,431840.0,431840.0,29560.0,0.0,20.0,0.0,0.0,0.0,15.0,20.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,15.0,20.0,0.0,15.0,0.0,4.631344942571323e-05,0.0,0.0,0.0,3.473508706928492e-05,4.631344942571323e-05,0.0,3.473508706928492e-05
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",395,400420.0,400420.0,28380.0,2183.0,5376.0,1650.0,2589.0,145.0,2599.0,7559.0,4239.0,2744.0,2183.0,5376.0,1650.0,2589.0,145.0,2599.0,7559.0,4239.0,2744.0,0.0054517756355826385,0.013425902802057839,0.004120673293042306,0.006465711003446381,0.0003621197742370511,0.006490684780979971,0.018877678437640478,0.010586384296488687,0.006852804555217022
35-9099,"Food Preparation and Serving Related Workers, All Other",396,81930.0,81930.0,31990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,397,165750.0,165750.0,47430.0,851.0,2589.0,679.0,1158.0,0.0,1177.0,3440.0,1837.0,1177.0,851.0,2589.0,679.0,1158.0,0.0,1177.0,3440.0,1837.0,1177.0,0.005134238310708899,0.015619909502262443,0.004096530920060332,0.006986425339366516,0.0,0.00710105580693816,0.020754147812971344,0.011082956259426848,0.00710105580693816
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",398,122910.0,122910.0,55770.0,1169.0,1510.0,675.0,551.0,0.0,251.0,2679.0,1226.0,251.0,1169.0,1510.0,675.0,551.0,0.0,251.0,2679.0,1226.0,251.0,0.009511024326743145,0.012285412090147262,0.005491823285330729,0.0044829550077292325,0.0,0.002042144658693353,0.021796436416890407,0.009974778293059962,0.002042144658693353
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",399,2148350.0,2148350.0,33960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37-2012,Maids and Housekeeping Cleaners,400,771390.0,771390.0,31920.0,127.0,169.0,73.0,39.0,0.0,57.0,296.0,112.0,57.0,127.0,169.0,73.0,39.0,0.0,57.0,296.0,112.0,57.0,0.00016463786152270577,0.00021908502832549036,9.463436134769702e-05,5.055808345972854e-05,0.0,7.389258351806479e-05,0.00038372288984819613,0.00014519244480742555,7.389258351806479e-05
37-2019,"Building Cleaning Workers, All Other",401,15630.0,15630.0,41360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37-2021,Pest Control Workers,402,91160.0,91160.0,42210.0,185.0,151.0,82.0,49.0,0.0,16.0,336.0,131.0,16.0,185.0,151.0,82.0,49.0,0.0,16.0,336.0,131.0,16.0,0.0020293988591487495,0.0016564282580078982,0.0008995173321632295,0.0005375164545853444,0.0,0.00017551557700745942,0.0036858271171566477,0.001437033786748574,0.00017551557700745942
37-3011,Landscaping and Groundskeeping Workers,403,914230.0,914230.0,37270.0,0.0,385.0,0.0,107.0,0.0,215.0,385.0,107.0,215.0,0.0,385.0,0.0,107.0,0.0,215.0,385.0,107.0,215.0,0.0,0.0004211194119641666,0.0,0.00011703838202640473,0.0,0.00023517058070726186,0.0004211194119641666,0.00011703838202640473,0.00023517058070726186
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",404,22740.0,22740.0,42560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37-3013,Tree Trimmers and Pruners,405,48150.0,48150.0,49820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37-3019,"Grounds Maintenance Workers, All Other",406,16050.0,16050.0,43750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-1011,Gaming Supervisors,407,10950.0,10950.0,56400.0,496.0,1031.0,78.0,45.0,0.0,90.0,1527.0,123.0,90.0,496.0,1031.0,78.0,45.0,0.0,90.0,1527.0,123.0,90.0,0.04529680365296804,0.09415525114155252,0.007123287671232876,0.00410958904109589,0.0,0.00821917808219178,0.13945205479452055,0.011232876712328766,0.00821917808219178
39-1012,Slot Supervisors,407,10950.0,10950.0,56400.0,116.0,24.0,31.0,0.0,0.0,0.0,140.0,31.0,0.0,116.0,24.0,31.0,0.0,0.0,0.0,140.0,31.0,0.0,0.010593607305936073,0.002191780821917808,0.0028310502283105023,0.0,0.0,0.0,0.012785388127853882,0.0028310502283105023,0.0
39-1021,First-Line Supervisors of Personal Service Workers (#),408,183540.0,183540.0,47889.97602702408,6946.0,7177.0,4659.0,3239.0,749.0,2140.0,14123.0,7898.0,2889.0,6946.0,7177.0,4659.0,3239.0,749.0,2140.0,14123.0,7898.0,2889.0,0.037844611528822056,0.03910319276452,0.02538411245505067,0.017647379317859868,0.004080854309687262,0.011659583741963605,0.07694780429334205,0.04303149177291054,0.015740438051650867
39-2011,Animal Trainers,409,17710.0,17710.0,41820.0,35.0,47.0,35.0,0.0,0.0,18.0,82.0,35.0,18.0,35.0,47.0,35.0,0.0,0.0,18.0,82.0,35.0,18.0,0.001976284584980237,0.0026538678712591758,0.001976284584980237,0.0,0.0,0.0010163749294184077,0.004630152456239413,0.001976284584980237,0.0010163749294184077
39-2021,Nonfarm Animal Caretakers,410,256670.0,256670.0,32160.0,72.0,25.0,54.0,0.0,0.0,0.0,97.0,54.0,0.0,72.0,25.0,54.0,0.0,0.0,0.0,97.0,54.0,0.0,0.0002805158374566564,9.740133245022792e-05,0.00021038687809249231,0.0,0.0,0.0,0.0003779171699068843,0.00021038687809249231,0.0
39-3011,Gaming Dealers,411,71290.0,71290.0,34350.0,46.0,62.0,38.0,0.0,0.0,0.0,108.0,38.0,0.0,46.0,62.0,38.0,0.0,0.0,0.0,108.0,38.0,0.0,0.0006452517884696311,0.0008696871931547201,0.0005330340861270865,0.0,0.0,0.0,0.0015149389816243512,0.0005330340861270865,0.0
39-3012,Gaming and Sports Book Writers and Runners,412,7910.0,7910.0,32310.0,21.0,45.0,16.0,0.0,0.0,0.0,66.0,16.0,0.0,21.0,45.0,16.0,0.0,0.0,0.0,66.0,16.0,0.0,0.002654867256637168,0.005689001264222503,0.00202275600505689,0.0,0.0,0.0,0.00834386852085967,0.00202275600505689,0.0
39-3019,"Gaming Service Workers, All Other",413,12260.0,12260.0,34340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-3021,Motion Picture Projectionists,414,1900.0,1900.0,35710.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.016842105263157894,0.0,0.0,0.0,0.0,0.016842105263157894,0.0,0.0
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",415,98350.0,98350.0,28700.0,25.0,56.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,25.0,56.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0002541942043721403,0.0005693950177935943,0.0,0.0,0.0,0.0,0.0008235892221657346,0.0,0.0
39-3091,Amusement and Recreation Attendants,416,324580.0,324580.0,28350.0,328.0,382.0,287.0,159.0,0.0,179.0,710.0,446.0,179.0,328.0,382.0,287.0,159.0,0.0,179.0,710.0,446.0,179.0,0.0010105366935732332,0.0011769055394663874,0.0008842196068765789,0.0004898638240187319,0.0,0.0005514819150902705,0.0021874422330396205,0.0013740834308953109,0.0005514819150902705
39-3092,Costume Attendants,417,5730.0,5730.0,55070.0,33.0,150.0,15.0,19.0,0.0,0.0,183.0,34.0,0.0,33.0,150.0,15.0,19.0,0.0,0.0,183.0,34.0,0.0,0.005759162303664921,0.02617801047120419,0.002617801047120419,0.0033158813263525306,0.0,0.0,0.03193717277486911,0.00593368237347295,0.0
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",418,12130.0,12130.0,32560.0,111.0,242.0,66.0,118.0,16.0,55.0,353.0,184.0,71.0,111.0,242.0,66.0,118.0,16.0,55.0,353.0,184.0,71.0,0.009150865622423742,0.01995053586150041,0.0054410552349546575,0.009727947238252268,0.0013190436933223414,0.004534212695795548,0.029101401483924157,0.015169002473206924,0.005853256389117889
39-3099,"Entertainment Attendants and Related Workers, All Other",419,4930.0,4930.0,30810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39-4011,Embalmers,420,3950.0,3950.0,54120.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0037974683544303796,0.0,0.0,0.0,0.0,0.0037974683544303796,0.0,0.0
39-4021,Funeral Attendants,422,32950.0,32950.0,34340.0,215.0,591.0,84.0,216.0,0.0,189.0,806.0,300.0,189.0,215.0,591.0,84.0,216.0,0.0,189.0,806.0,300.0,189.0,0.006525037936267072,0.01793626707132018,0.002549317147192716,0.006555386949924127,0.0,0.005735963581183612,0.024461305007587253,0.009104704097116844,0.005735963581183612
39-4031,"Morticians, Undertakers, and Funeral Directors",423,23940.0,23940.0,58430.0,0.0,196.0,0.0,45.0,0.0,42.0,196.0,45.0,42.0,0.0,201.1818181818182,0.0,45.0,0.0,44.45454545454545,201.1818181818182,45.0,44.45454545454545,0.0,0.008403584719374193,0.0,0.0018796992481203006,0.0,0.0018569150148097515,0.008403584719374193,0.0018796992481203006,0.0018569150148097515
39-5011,Barbers,424,12690.0,12690.0,39350.0,89.0,371.0,67.0,96.0,0.0,149.0,460.0,163.0,149.0,89.0,371.0,67.0,96.0,0.0,149.0,460.0,163.0,149.0,0.0070133963750985025,0.029235618597320726,0.005279747832939322,0.007565011820330969,0.0,0.011741528762805358,0.036249014972419225,0.012844759653270291,0.011741528762805358
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",425,298050.0,298050.0,38910.0,480.0,1082.0,360.0,337.0,0.0,583.0,1562.0,697.0,583.0,480.0,1082.0,360.0,337.0,0.0,583.0,1562.0,697.0,583.0,0.0016104680422747862,0.003630263378627747,0.0012078510317060896,0.0011306827713470893,0.0,0.0019560476430129175,0.0052407314209025335,0.002338533803053179,0.0019560476430129175
39-5091,"Makeup Artists, Theatrical and Performance",426,2970.0,2970.0,93850.0,0.0,161.0,0.0,15.0,0.0,33.0,161.0,15.0,33.0,0.0,161.0,0.0,15.0,0.0,33.0,161.0,15.0,33.0,0.0,0.054208754208754206,0.0,0.005050505050505051,0.0,0.011111111111111112,0.054208754208754206,0.005050505050505051,0.011111111111111112
39-5092,Manicurists and Pedicurists,427,138020.0,138020.0,33560.0,16.0,95.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,16.0,95.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.00011592522822779307,0.0006883060426025214,0.0,0.0,0.0,0.0,0.0008042312708303144,0.0,0.0
39-5093,Shampooers,428,7480.0,7480.0,27870.0,0.0,242.0,0.0,36.0,0.0,152.0,242.0,36.0,152.0,0.0,242.0,0.0,36.0,0.0,152.0,242.0,36.0,152.0,0.0,0.03235294117647059,0.0,0.004812834224598931,0.0,0.020320855614973262,0.03235294117647059,0.004812834224598931,0.020320855614973262
39-5094,Skincare Specialists,429,61990.0,61990.0,47790.0,72.0,396.0,0.0,47.0,0.0,49.0,468.0,47.0,49.0,72.0,396.0,0.0,47.0,0.0,49.0,468.0,47.0,49.0,0.0011614776576867236,0.00638812711727698,0.0,0.0007581868043232779,0.0,0.0007904500725923536,0.007549604774963704,0.0007581868043232779,0.0007904500725923536
39-6011,Baggage Porters and Bellhops,430,26520.0,26520.0,33130.0,128.0,434.0,102.0,206.0,0.0,199.0,562.0,308.0,199.0,128.0,434.0,102.0,206.0,0.0,199.0,562.0,308.0,199.0,0.0048265460030165915,0.01636500754147813,0.0038461538461538464,0.007767722473604827,0.0,0.007503770739064857,0.021191553544494722,0.011613876319758673,0.007503770739064857
39-6012,Concierges,431,37600.0,37600.0,38270.0,385.0,2351.0,305.0,1258.0,0.0,886.0,2736.0,1563.0,886.0,385.0,2351.0,305.0,1258.0,0.0,886.0,2736.0,1563.0,886.0,0.010239361702127659,0.06252659574468085,0.008111702127659574,0.033457446808510635,0.0,0.023563829787234043,0.07276595744680851,0.04156914893617021,0.023563829787234043
39-7011,Tour Guides and Escorts,432,20590.0,20590.0,37790.0,88.0,965.0,36.0,180.0,0.0,189.0,1053.0,216.0,189.0,88.0,965.0,36.0,180.0,0.0,189.0,1053.0,216.0,189.0,0.004273919378338999,0.046867411364740166,0.0017484215638659544,0.008742107819329771,0.0,0.00917921321029626,0.051141330743079166,0.010490529383195725,0.00917921321029626
39-7012,Travel Guides,433,20590.0,20590.0,37790.0,494.0,1135.0,385.0,431.0,38.0,534.0,1629.0,816.0,572.0,494.0,1135.0,385.0,431.0,38.0,534.0,1629.0,816.0,572.0,0.023992229237493928,0.055123846527440505,0.018698397280233123,0.020932491500728508,0.0018455560951918407,0.025934919864011655,0.07911607576493443,0.03963088878096163,0.027780475959203497
39-9011,Childcare Workers,434,459460.0,459460.0,29570.0,163.0,1891.0,78.0,767.0,0.0,837.0,2054.0,845.0,837.0,163.0,1891.0,78.0,767.0,0.0,837.0,2054.0,845.0,837.0,0.00035476428851260176,0.004115701040351717,0.00016976450615940452,0.0016693509772341445,0.0,0.0018217037391720715,0.004470465328864319,0.001839115483393549,0.0018217037391720715
39-9021,Personal Care Aides,341,1752115.0,1752115.0,30930.0,237.0,5335.0,115.0,2075.0,72.0,3139.0,5572.0,2190.0,3211.0,237.0,5335.0,115.0,2075.0,72.0,3139.0,5572.0,2190.0,3211.0,0.0001352650939007999,0.0030448914597500736,6.563496117549362e-05,0.001184282995123037,4.109319308378731e-05,0.0017915490706945606,0.0031801565536508734,0.0012499179562985307,0.001832642263778348
39-9031,Fitness Trainers and Aerobics Instructors,435,250540.0,250540.0,50170.0,89.0,510.0,0.0,0.0,0.0,264.0,599.0,0.0,264.0,89.0,510.0,0.0,0.0,0.0,264.0,599.0,0.0,264.0,0.0003552326973736729,0.002035603097309811,0.0,0.0,0.0,0.0010537239562544902,0.0023908357946834835,0.0,0.0010537239562544902
39-9032,Recreation Workers,436,270380.0,270380.0,34170.0,0.0,139.0,0.0,43.0,0.0,51.0,139.0,43.0,51.0,0.0,139.0,0.0,43.0,0.0,51.0,139.0,43.0,51.0,0.0,0.0005140912789407501,0.0,0.0001590354316147644,0.0,0.00018862341889192986,0.0005140912789407501,0.0001590354316147644,0.00018862341889192986
39-9041,Residential Advisors,437,86770.0,86770.0,37530.0,289.0,363.0,105.0,144.0,0.0,98.0,652.0,249.0,98.0,289.0,363.0,105.0,144.0,0.0,98.0,652.0,249.0,98.0,0.003330644231877377,0.0041834735507663935,0.0012100956551803618,0.001659559755675925,0.0,0.001129422611501671,0.007514117782643771,0.0028696554108562865,0.001129422611501671
39-9099,"Personal Care and Service Workers, All Other (#)",421,62240.0,62240.0,34029.10347043702,,,,,,,,,,,,,,,,,,,,,,,,,,,
41-1011,First-Line Supervisors of Retail Sales Workers,438,1097160.0,1097160.0,50130.0,3766.5,1921.0,2779.0,608.0,216.0,706.0,5687.5,3387.0,922.0,3816.4161596787244,2087.1725057691733,2814.4243713849014,664.678994215842,216.0,796.1711271615668,5903.588665447897,3479.103365600743,1012.1711271615668,0.0034784499614265232,0.0019023410494086307,0.0025651904657341693,0.0006058177423674231,0.00019687192387618944,0.0007256654700878329,0.005380791010835153,0.0031710082081015923,0.0009225373939640224
