soc_2010,title_2010,group_id,oews_tot_emp_allocated,oews_tot_emp_imputed,oews_emp_was_imputed,oews_a_mean,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
29-2035,Magnetic Resonance Imaging Technologists,324,41530.0,41530.0,False,91020.0,94.0,205.0,84.0,53.0,0.0,55.0,299.0,137.0,55.0,94.0,205.0,84.0,53.0,0.0,55.0,299.0,137.0,55.0,0.002263424030821093,0.004936190705514086,0.002022634240308211,0.001276185889718276,0.0,0.0013243438478208523,0.0071996147363351795,0.003298820130026487,0.0013243438478208523
29-2041,Emergency Medical Technicians and Paramedics (#),326,277510.0,277510.0,False,50463.90220172246,0.0,66.0,0.0,0.0,0.0,23.0,66.0,0.0,23.0,0.0,66.0,0.0,0.0,0.0,23.0,66.0,0.0,23.0,0.0,0.0002378292674137869,0.0,0.0,0.0,8.287989621995604e-05,0.0002378292674137869,0.0,8.287989621995604e-05
29-2051,Dietetic Technicians,327,29950.0,29950.0,False,39560.0,457.0,2009.0,382.0,919.0,0.0,905.0,2466.0,1301.0,905.0,457.0,2009.0,382.0,919.0,0.0,905.0,2466.0,1301.0,905.0,0.015258764607679465,0.06707846410684475,0.012754590984974959,0.03068447412353923,0.0,0.030217028380634392,0.0823372287145242,0.04343906510851419,0.030217028380634392
29-2052,Pharmacy Technicians,328,487920.0,487920.0,False,44800.0,609.0,804.0,123.0,212.0,0.0,0.0,1413.0,335.0,0.0,609.0,804.0,123.0,212.0,0.0,0.0,1413.0,335.0,0.0,0.0012481554353172652,0.001647811116576488,0.00025209050664043285,0.00043449745859977046,0.0,0.0,0.002895966551893753,0.0006865879652402033,0.0
29-2053,Psychiatric Technicians,329,136300.0,136300.0,False,45000.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.00036683785766691124,0.0,0.0,0.0,0.0,0.00036683785766691124,0.0,0.0
29-2054,Respiratory Therapy Technicians,325,87030.0,87030.0,False,56370.0,24.0,187.0,18.0,31.0,0.0,96.0,211.0,49.0,96.0,24.0,187.0,18.0,31.0,0.0,96.0,211.0,49.0,96.0,0.00027576697690451566,0.0021486843617143513,0.00020682523267838676,0.0003561990118349994,0.0,0.0011030679076180626,0.002424451338618867,0.0005630242445133862,0.0011030679076180626
29-2055,Surgical Technologists,330,113890.0,113890.0,False,65810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2056,Veterinary Technologists and Technicians,331,131320.0,131320.0,False,46280.0,47.0,357.0,38.0,51.0,0.0,149.0,404.0,89.0,149.0,47.0,357.0,38.0,51.0,0.0,149.0,404.0,89.0,149.0,0.0003579043557721596,0.002718550106609808,0.00028936947913493755,0.0003883643009442583,0.0,0.0011346329576606762,0.0030764544623819675,0.0006777337800791958,0.0011346329576606762
29-2057,Ophthalmic Medical Technicians,332,76520.0,76520.0,False,45360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2061,Licensed Practical and Licensed Vocational Nurses,333,632430.0,632430.0,False,64150.0,309.0,326.0,177.0,143.0,0.0,99.0,635.0,320.0,99.0,309.0,326.0,177.0,143.0,0.0,99.0,635.0,320.0,99.0,0.0004885916227882928,0.0005154720680549626,0.0002798728713059153,0.00022611198077257563,0.0,0.00015653906361178313,0.0010040636908432553,0.0005059848520784909,0.00015653906361178313
29-2071,Medical Records and Health Information Technicians (#),334,206720.0,206720.0,False,57556.91176470588,3719.0,1382.0,3016.0,645.0,309.0,276.0,5101.0,3661.0,585.0,3719.0,1382.0,3016.0,645.0,309.0,276.0,5101.0,3661.0,585.0,0.017990518575851395,0.006685371517027864,0.014589783281733746,0.0031201625386996904,0.0014947755417956657,0.001335139318885449,0.024675890092879255,0.017709945820433438,0.0028299148606811147
29-2081,"Opticians, Dispensing",335,79690.0,79690.0,False,49970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2091,Orthotists and Prosthetists,336,9930.0,9930.0,False,81330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2092,Hearing Aid Specialists,337,10580.0,10580.0,False,63930.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.001890359168241966,0.0,0.0,0.0,0.0,0.001890359168241966,0.0,0.0
29-2099,"Health Technologists and Technicians, All Other (#)",325,91000.0,91000.0,False,60080.42307692308,172.0,407.0,85.0,157.0,0.0,120.0,579.0,242.0,120.0,172.0,407.0,85.0,157.0,0.0,120.0,579.0,242.0,120.0,0.0018901098901098902,0.0044725274725274725,0.0009340659340659341,0.0017252747252747252,0.0,0.0013186813186813187,0.006362637362637363,0.0026593406593406594,0.0013186813186813187
29-9011,Occupational Health and Safety Specialists,154,128430.0,128430.0,False,88660.0,66.0,122.0,58.0,55.0,0.0,0.0,188.0,113.0,0.0,66.0,122.0,58.0,55.0,0.0,0.0,188.0,113.0,0.0,0.0005138986218173324,0.0009499338160865841,0.00045160787977886784,0.00042824885151444364,0.0,0.0,0.0014638324379039165,0.0008798567312933115,0.0
29-9012,Occupational Health and Safety Technicians,155,31450.0,31450.0,False,63800.0,54.0,341.0,16.0,81.0,0.0,174.0,395.0,97.0,174.0,54.0,341.0,16.0,81.0,0.0,174.0,395.0,97.0,174.0,0.0017170111287758347,0.010842607313195548,0.0005087440381558028,0.002575516693163752,0.0,0.0055325914149443566,0.012559618441971383,0.003084260731319555,0.0055325914149443566
29-9091,Athletic Trainers,338,28950.0,28950.0,False,63960.0,256.0,1012.0,129.0,311.0,0.0,507.0,1268.0,440.0,507.0,256.0,1012.0,129.0,311.0,0.0,507.0,1268.0,440.0,507.0,0.008842832469775476,0.034956822107081176,0.004455958549222798,0.0107426597582038,0.0,0.017512953367875648,0.043799654576856646,0.015198618307426597,0.017512953367875648
29-9092,Genetic Counselors,339,3510.0,3510.0,False,102890.0,256.0,1494.0,162.0,253.0,0.0,813.0,1750.0,415.0,813.0,256.0,1494.0,162.0,253.0,0.0,813.0,1750.0,415.0,813.0,0.07293447293447293,0.4256410256410256,0.046153846153846156,0.07207977207977208,0.0,0.23162393162393163,0.4985754985754986,0.11823361823361823,0.23162393162393163
29-9099,"Healthcare Practitioners and Technical Workers, All Other (#)",334,78640.0,78640.0,False,71503.17268565616,259.0,3276.0,112.0,573.0,24.0,2116.0,3535.0,685.0,2140.0,259.0,3276.0,112.0,573.0,24.0,2116.0,3535.0,685.0,2140.0,0.0032934893184130213,0.04165818921668362,0.0014242115971515768,0.007286368260427264,0.0003051881993896236,0.026907426246185147,0.04495167853509664,0.00871057985757884,0.02721261444557477
31-1011,Home Health Aides,340,1994070.0,1994070.0,False,34990.0,0.0,190.0,0.0,0.0,0.0,74.0,190.0,0.0,74.0,0.0,190.0,0.0,0.0,0.0,74.0,190.0,0.0,74.0,0.0,9.528251265000727e-05,0.0,0.0,0.0,3.711003124263441e-05,9.528251265000727e-05,0.0,3.711003124263441e-05
31-1013,Psychiatric Aides,344,34900.0,34900.0,False,43610.0,126.0,252.0,25.0,0.0,0.0,122.0,378.0,25.0,122.0,126.0,252.0,25.0,0.0,0.0,122.0,378.0,25.0,122.0,0.0036103151862464183,0.0072206303724928365,0.0007163323782234957,0.0,0.0,0.003495702005730659,0.010830945558739254,0.0007163323782234957,0.003495702005730659
31-1014,Nursing Assistants,342,1388430.0,1388430.0,False,41270.0,123.0,447.0,97.0,111.0,0.0,149.0,570.0,208.0,149.0,123.0,447.0,97.0,111.0,0.0,149.0,570.0,208.0,149.0,8.858926989477324e-05,0.00032194637108100515,6.986308276254475e-05,7.994641429528316e-05,0.0,0.00010731545702700172,0.0004105356409757784,0.0001498094970578279,0.00010731545702700172
31-1015,Orderlies,343,53020.0,53020.0,False,40070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-2011,Occupational Therapy Assistants,345,47910.0,47910.0,False,68540.0,340.0,967.0,141.0,231.0,75.0,629.0,1307.0,372.0,704.0,340.0,967.0,141.0,231.0,75.0,629.0,1307.0,372.0,704.0,0.00709663953245669,0.02018367772907535,0.0029430181590482155,0.004821540388227927,0.0015654351909830933,0.013128783135044876,0.02728031726153204,0.007764558547276142,0.014694218326027969
31-2012,Occupational Therapy Aides,346,5000.0,5000.0,False,41850.0,17.0,167.0,0.0,83.0,0.0,72.0,184.0,83.0,72.0,17.0,167.0,0.0,83.0,0.0,72.0,184.0,83.0,72.0,0.0034,0.0334,0.0,0.0166,0.0,0.0144,0.0368,0.0166,0.0144
31-2021,Physical Therapist Assistants,347,108010.0,108010.0,False,67160.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,39.735955795290096,0.0,0.0,0.0,0.0,39.735955795290096,0.0,0.0,0.0,0.00036789145259966756,0.0,0.0,0.0,0.0,0.00036789145259966756,0.0,0.0
31-2022,Physical Therapist Aides,348,44010.0,44010.0,False,35510.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.264044204709906,0.0,0.0,0.0,0.0,9.264044204709906,0.0,0.0,0.0,0.00021049861860281542,0.0,0.0,0.0,0.0,0.00021049861860281542,0.0,0.0
31-9011,Massage Therapists,349,96040.0,96040.0,False,63430.0,45.0,665.0,15.0,118.0,0.0,365.0,710.0,133.0,365.0,45.0,665.0,15.0,118.0,0.0,365.0,710.0,133.0,365.0,0.000468554768846314,0.006924198250728863,0.00015618492294877136,0.0012286547271970012,0.0,0.003800499791753436,0.007392753019575177,0.0013848396501457726,0.003800499791753436
31-9091,Dental Assistants,350,375430.0,375430.0,False,48860.0,93.0,46.0,78.0,0.0,0.0,15.0,139.0,78.0,15.0,93.0,46.0,78.0,0.0,0.0,15.0,139.0,78.0,15.0,0.00024771595237461046,0.0001225261699917428,0.0002077617665077378,0.0,0.0,3.995418586687265e-05,0.0003702421223663532,0.0002077617665077378,3.995418586687265e-05
31-9092,Medical Assistants,351,793460.0,793460.0,False,44720.0,960.0,617.0,709.0,110.0,0.0,358.0,1577.0,819.0,358.0,960.0,617.0,709.0,110.0,0.0,358.0,1577.0,819.0,358.0,0.001209890857762206,0.0007776069367075845,0.0008935548105764626,0.00013863332745191943,0.0,0.000451188465707156,0.0019874977944697907,0.001032188138028382,0.000451188465707156
31-9093,Medical Equipment Preparers,352,72760.0,72760.0,False,48990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-9094,Medical Transcriptionists,353,43070.0,43070.0,False,39210.0,1785.0,2075.0,1339.0,1245.0,210.0,592.0,3860.0,2584.0,802.0,1785.0,2075.0,1339.0,1245.0,210.0,592.0,3860.0,2584.0,802.0,0.0414441606686789,0.048177385651265385,0.031088925005804503,0.02890643139075923,0.00487578360807987,0.013745066171348966,0.08962154631994428,0.05999535639656373,0.018620849779428836
31-9095,Pharmacy Aides,354,41100.0,41100.0,False,40290.0,336.0,1663.0,205.0,428.0,69.0,1132.0,1999.0,633.0,1201.0,336.0,1663.0,205.0,428.0,69.0,1132.0,1999.0,633.0,1201.0,0.008175182481751826,0.04046228710462287,0.004987834549878345,0.010413625304136254,0.001678832116788321,0.02754257907542579,0.048637469586374694,0.015401459854014598,0.029221411192214112
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,355,114190.0,114190.0,False,38990.0,643.0,1154.0,442.0,325.0,40.0,589.0,1797.0,767.0,629.0,643.0,1154.0,442.0,325.0,40.0,589.0,1797.0,767.0,629.0,0.005630965933969699,0.010105963744636133,0.003870741746212453,0.002846133636920921,0.0003502933706979595,0.005158069883527454,0.01573692967860583,0.006716875383133375,0.005508363254225414
31-9097,Phlebotomists,356,138880.0,138880.0,False,44390.0,116.0,54.0,106.0,22.0,0.0,0.0,170.0,128.0,0.0,116.0,54.0,106.0,22.0,0.0,0.0,170.0,128.0,0.0,0.0008352534562211982,0.0003888248847926267,0.0007632488479262673,0.00015841013824884794,0.0,0.0,0.0012240783410138248,0.0009216589861751152,0.0
31-9099,"Healthcare Support Workers, All Other",357,103650.0,103650.0,False,48760.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.00034732272069464546,0.0,0.0,0.0,0.0,0.00034732272069464546,0.0,0.0
33-1011,First-Line Supervisors of Correctional Officers,358,53390.0,53390.0,False,82260.0,203.0,39.0,160.0,0.0,0.0,0.0,242.0,160.0,0.0,203.0,39.0,160.0,0.0,0.0,0.0,242.0,160.0,0.0,0.003802210151713804,0.000730473871511519,0.0029968158831241805,0.0,0.0,0.0,0.004532684023225323,0.0029968158831241805,0.0
33-1012,First-Line Supervisors of Police and Detectives,359,153130.0,153130.0,False,110990.0,0.0,268.0,0.0,18.0,0.0,103.0,268.0,18.0,103.0,0.0,268.0,0.0,18.0,0.0,103.0,268.0,18.0,103.0,0.0,0.001750146933977666,0.0,0.00011754718213282831,0.0,0.0006726310977600732,0.001750146933977666,0.00011754718213282831,0.0006726310977600732
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,360,93680.0,93680.0,False,97030.0,137.0,116.0,112.0,59.0,0.0,34.0,253.0,171.0,34.0,137.0,116.0,112.0,59.0,0.0,34.0,253.0,171.0,34.0,0.0014624252775405637,0.001238257899231426,0.0011955593509820667,0.000629803586678053,0.0,0.00036293766011955594,0.0027006831767719896,0.0018253629376601195,0.00036293766011955594
33-1099,"First-Line Supervisors of Protective Service Workers, All Other (#)",361,90770.0,90770.0,False,65318.43230142118,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-2011,Firefighters,362,332240.0,332240.0,False,63890.0,0.0,67.0,0.0,0.0,0.0,17.0,67.0,0.0,17.0,0.0,67.0,0.0,0.0,0.0,17.0,67.0,0.0,17.0,0.0,0.0002016614495545389,0.0,0.0,0.0,5.116783048398748e-05,0.0002016614495545389,0.0,5.116783048398748e-05
33-2021,Fire Inspectors and Investigators,363,14050.0,14050.0,False,87440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-2022,Forest Fire Inspectors and Prevention Specialists,364,2780.0,2780.0,False,61820.0,0.0,45.0,0.0,20.0,0.0,21.0,45.0,20.0,21.0,0.0,45.0,0.0,20.0,0.0,21.0,45.0,20.0,21.0,0.0,0.01618705035971223,0.0,0.007194244604316547,0.0,0.007553956834532374,0.01618705035971223,0.007194244604316547,0.007553956834532374
33-3011,Bailiffs,365,16910.0,16910.0,False,62180.0,23.0,0.0,19.0,0.0,0.0,0.0,23.0,19.0,0.0,23.0,0.0,19.0,0.0,0.0,0.0,23.0,19.0,0.0,0.0013601419278533413,0.0,0.0011235955056179776,0.0,0.0,0.0,0.0013601419278533413,0.0011235955056179776,0.0
33-3012,Correctional Officers and Jailers,366,365380.0,365380.0,False,62760.0,7198.0,4623.0,3203.0,1547.0,555.0,2484.0,11821.0,4750.0,3039.0,7198.0,4623.0,3203.0,1547.0,555.0,2484.0,11821.0,4750.0,3039.0,0.01970003831627347,0.012652580874705785,0.008766215994307297,0.004233948218293284,0.0015189665553670152,0.0067984016640210195,0.03235261919097925,0.013000164212600581,0.008317368219388034
33-3021,Detectives and Criminal Investigators,367,110790.0,110790.0,False,98770.0,1660.0,2412.0,1128.0,600.0,16.0,1274.0,4072.0,1728.0,1290.0,1660.0,2412.0,1128.0,600.0,16.0,1274.0,4072.0,1728.0,1290.0,0.01498330174203448,0.021770917952883835,0.010181424316274033,0.005415651232060655,0.00014441736618828413,0.011499232782742124,0.036754219694918315,0.015597075548334687,0.011643650148930408
33-3031,Fish and Game Wardens,368,6420.0,6420.0,False,67990.0,0.0,73.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.011370716510903427,0.0,0.0,0.0,0.0,0.011370716510903427,0.0,0.0
33-3041,Parking Enforcement Workers,369,7770.0,7770.0,False,51840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-3051,Police and Sheriff's Patrol Officers,370,666990.0,666990.0,False,79320.0,1320.0,766.0,961.0,466.0,27.0,194.0,2086.0,1427.0,221.0,1320.0,766.0,961.0,466.0,27.0,194.0,2086.0,1427.0,221.0,0.001979040165519723,0.0011484430051425059,0.001440801211412465,0.0006986611493425689,4.048036702199433e-05,0.00029085893341729264,0.0031274831706622286,0.002139462360755034,0.00033133930043928694
33-3052,Transit and Railroad Police,371,3000.0,3000.0,False,91820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-9011,Animal Control Workers,372,11790.0,11790.0,False,49240.0,124.0,553.0,0.0,249.0,0.0,47.0,677.0,249.0,47.0,124.0,553.0,0.0,249.0,0.0,47.0,677.0,249.0,47.0,0.010517387616624258,0.04690415606446141,0.0,0.021119592875318068,0.0,0.003986429177268872,0.057421543681085666,0.021119592875318068,0.003986429177268872
33-9021,Private Detectives and Investigators,373,38700.0,38700.0,False,61680.0,90.0,158.0,49.0,17.0,0.0,44.0,248.0,66.0,44.0,90.0,158.0,49.0,17.0,0.0,44.0,248.0,66.0,44.0,0.002325581395348837,0.004082687338501292,0.0012661498708010335,0.0004392764857881137,0.0,0.001136950904392765,0.006408268733850129,0.0017054263565891472,0.001136950904392765
33-9031,Gaming Surveillance Officers and Gaming Investigators,374,10000.0,10000.0,False,46710.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0015,0.0,0.0015,0.0,0.0,0.0,0.0015,0.0015,0.0
33-9032,Security Guards,375,1241770.0,1241770.0,False,42890.0,1458.0,20.0,872.0,0.0,174.0,0.0,1478.0,872.0,174.0,1458.0,20.0,872.0,0.0,174.0,0.0,1478.0,872.0,174.0,0.001174130475047714,1.6106042181724474e-05,0.0007022234391231871,0.0,0.00014012256698100293,0.0,0.0011902365172294386,0.0007022234391231871,0.00014012256698100293
33-9091,Crossing Guards,376,90180.0,90180.0,False,42910.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0001996007984031936,0.0,0.0,0.0,0.0,0.0,0.0001996007984031936,0.0,0.0
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",377,143590.0,143590.0,False,34700.0,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0005710704088028414,0.0,0.0,0.0,0.0,0.0005710704088028414,0.0,0.0
33-9093,Transportation Security Screeners,378,46340.0,46340.0,False,61840.0,78.0,183.0,52.0,90.0,0.0,0.0,261.0,142.0,0.0,78.0,183.0,52.0,90.0,0.0,0.0,261.0,142.0,0.0,0.0016832110487699612,0.003949072075960293,0.001122140699179974,0.0019421665947345706,0.0,0.0,0.005632283124730255,0.0030643072939145447,0.0
33-9099,"Protective Service Workers, All Other (#)",379,155250.0,155250.0,False,42197.17165861514,334.0,375.0,190.0,106.0,0.0,96.0,709.0,296.0,96.0,334.0,375.0,190.0,106.0,0.0,96.0,709.0,296.0,96.0,0.0021513687600644123,0.0024154589371980675,0.0012238325281803543,0.0006827697262479872,0.0,0.0006183574879227053,0.00456682769726248,0.0019066022544283413,0.0006183574879227053
35-1011,Chefs and Head Cooks,380,182320.0,182320.0,False,64720.0,180.0,881.0,94.0,359.0,0.0,336.0,1061.0,453.0,336.0,180.0,881.0,94.0,359.0,0.0,336.0,1061.0,453.0,336.0,0.0009872751206669592,0.004832163229486617,0.000515577007459412,0.0019690653795524354,0.0,0.0018429135585783238,0.005819438350153576,0.0024846423870118475,0.0018429135585783238
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,381,1187460.0,1187460.0,False,44900.0,110.0,1044.0,52.0,453.0,0.0,478.0,1154.0,505.0,478.0,110.0,1044.0,52.0,453.0,0.0,478.0,1154.0,505.0,478.0,9.263469927408081e-05,0.0008791875094740034,4.3790948747747295e-05,0.00038148653428326005,0.0,0.00040253987502736935,0.0009718222087480841,0.00042527748303100734,0.00040253987502736935
35-2011,"Cooks, Fast Food",382,668230.0,668230.0,False,31140.0,0.0,2490.0,0.0,1201.0,0.0,1010.0,2490.0,1201.0,1010.0,0.0,2490.0,0.0,1201.0,0.0,1010.0,2490.0,1201.0,1010.0,0.0,0.0037262619158074314,0.0,0.0017972853658171587,0.0,0.0015114556365323317,0.0037262619158074314,0.0017972853658171587,0.0015114556365323317
35-2012,"Cooks, Institution and Cafeteria",383,448260.0,448260.0,False,37310.0,0.0,132.0,0.0,0.0,0.0,22.0,132.0,0.0,22.0,0.0,132.0,0.0,0.0,0.0,22.0,132.0,0.0,22.0,0.0,0.0002944719582385223,0.0,0.0,0.0,4.907865970642038e-05,0.0002944719582385223,0.0,4.907865970642038e-05
35-2013,"Cooks, Private Household",384,900.0,900.0,False,51290.0,22.0,100.0,21.0,18.0,0.0,16.0,122.0,39.0,16.0,22.0,100.0,21.0,18.0,0.0,16.0,122.0,39.0,16.0,0.024444444444444446,0.1111111111111111,0.023333333333333334,0.02,0.0,0.017777777777777778,0.13555555555555557,0.043333333333333335,0.017777777777777778
35-2014,"Cooks, Restaurant",385,1452130.0,1452130.0,False,37730.0,187.0,2144.0,156.0,1199.0,0.0,750.0,2331.0,1355.0,750.0,187.0,2144.0,156.0,1199.0,0.0,750.0,2331.0,1355.0,750.0,0.00012877634922493165,0.0014764518328248847,0.0001074283982839002,0.0008256836509127971,0.0,0.0005164826840572125,0.0016052281820498164,0.0009331120491966972,0.0005164826840572125
35-2015,"Cooks, Short Order",386,150420.0,150420.0,False,35660.0,49.0,284.0,41.0,71.0,0.0,54.0,333.0,112.0,54.0,49.0,284.0,41.0,71.0,0.0,54.0,333.0,112.0,54.0,0.0003257545539157027,0.00188804680228693,0.00027257013694987367,0.0004720117005717325,0.0,0.0003589948145193458,0.0022138013562026325,0.0007445818375216061,0.0003589948145193458
35-2019,"Cooks, All Other",387,23590.0,23590.0,False,38000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-2021,Food Preparation Workers,388,888770.0,888770.0,False,33940.0,0.0,467.0,0.0,129.0,0.0,174.0,467.0,129.0,174.0,0.0,467.0,0.0,129.0,0.0,174.0,467.0,129.0,174.0,0.0,0.0005254452783059735,0.0,0.00014514441306524747,0.0,0.0001957761850647524,0.0005254452783059735,0.00014514441306524747,0.0001957761850647524
35-3011,Bartenders,389,745610.0,745610.0,False,39880.0,16.0,392.0,0.0,150.0,0.0,142.0,408.0,150.0,142.0,16.0,392.0,0.0,150.0,0.0,142.0,408.0,150.0,142.0,2.1458939660144044e-05,0.000525744021673529,0.0,0.00020117755931385042,0.0,0.0001904480894837784,0.0005472029613336731,0.00020117755931385042,0.0001904480894837784
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",390,1890465.0,1890465.0,False,31350.0,56.0,206.0,33.0,19.0,0.0,93.0,262.0,52.0,93.0,56.0,206.0,33.0,19.0,0.0,93.0,262.0,52.0,93.0,2.9622341593205906e-05,0.00010896789943215029,1.7456022724567765e-05,1.0050437326266289e-05,0.0,4.919424586014552e-05,0.0001385902410253562,2.7506460050834054e-05,4.919424586014552e-05
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",390,1890465.0,1890465.0,False,31350.0,220.0,740.0,157.0,354.0,0.0,173.0,960.0,511.0,173.0,220.0,740.0,157.0,354.0,0.0,173.0,960.0,511.0,173.0,0.00011637348483045176,0.0003914380853387923,8.304835053809513e-05,0.00018725551649990876,0.0,9.151187670758252e-05,0.0005078115701692441,0.0002703038670380039,9.151187670758252e-05
35-3031,Waiters and Waitresses,391,2302690.0,2302690.0,False,38360.0,44.0,672.0,20.0,275.0,0.0,258.0,716.0,295.0,258.0,44.0,672.0,20.0,275.0,0.0,258.0,716.0,295.0,258.0,1.910808662911638e-05,0.0002918325957901411,8.685493922325627e-06,0.00011942554143197738,0.0,0.0001120428715980006,0.0003109406824192575,0.00012811103535430302,0.0001120428715980006
35-3041,"Food Servers, Nonrestaurant",392,271780.0,271780.0,False,35030.0,82.0,0.0,59.0,0.0,0.0,0.0,82.0,59.0,0.0,82.0,0.0,59.0,0.0,0.0,0.0,82.0,59.0,0.0,0.000301714622120833,0.0,0.0002170873500625506,0.0,0.0,0.0,0.000301714622120833,0.0002170873500625506,0.0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,393,522010.0,522010.0,False,34190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-9021,Dishwashers,394,471670.0,471670.0,False,33220.0,0.0,20.0,0.0,0.0,0.0,15.0,20.0,0.0,15.0,0.0,20.0,0.0,0.0,0.0,15.0,20.0,0.0,15.0,0.0,4.240252719062056e-05,0.0,0.0,0.0,3.180189539296542e-05,4.240252719062056e-05,0.0,3.180189539296542e-05
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",395,427150.0,427150.0,False,32030.0,2183.0,5376.0,1650.0,2589.0,145.0,2599.0,7559.0,4239.0,2744.0,2183.0,5376.0,1650.0,2589.0,145.0,2599.0,7559.0,4239.0,2744.0,0.005110616879316399,0.012585742713332553,0.003862811658667915,0.006061102657146202,0.0003394592063677865,0.006084513636895704,0.017696359592648953,0.009923914315814117,0.00642397284326349
35-9099,"Food Preparation and Serving Related Workers, All Other",396,89580.0,89580.0,False,35990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
