soc_2010,title_2010,group_id,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,tot_emp_adjusted,tot_emp_imputed,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
29-1128,Exercise Physiologists,307,359.0,4381.0,145.0,1073.0,0.0,2775.0,4740.0,1218.0,2775.0,359.0,4381.0,145.0,1073.0,0.0,2775.0,4740.0,1218.0,2775.0,6580.0,6580.0,0.05455927051671733,0.6658054711246201,0.022036474164133738,0.16306990881458966,0.0,0.4217325227963526,0.7203647416413373,0.1851063829787234,0.4217325227963526
29-1129,"Therapists, All Other",308,,,,,,,,,,,,,,,,,,,16920.0,16920.0,,,,,,,,,
29-1131,Veterinarians,309,115.0,1164.0,58.0,377.0,0.0,607.0,1279.0,435.0,607.0,115.0,1164.0,58.0,377.0,0.0,607.0,1279.0,435.0,607.0,78810.0,78810.0,0.0014592056845577973,0.01476969927674153,0.0007359472148204542,0.004783656896332953,0.0,0.007702068265448547,0.016228904961299327,0.005519604111153407,0.007702068265448547
29-1141,Registered Nurses,310,5702.0,8772.0,3861.0,2273.0,635.0,5086.0,14474.0,6134.0,5721.0,5702.0,8772.0,3861.0,2273.0,635.0,5086.0,14474.0,6134.0,5721.0,3072700.0,3072700.0,0.0018556969440557164,0.0028548182380316984,0.0012565496143456894,0.0007397402935529014,0.0002066586389820028,0.0016552217919093956,0.004710515182087415,0.001996289907898591,0.0018618804308913985
29-1151,Nurse Anesthetists,311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46540.0,46540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-1161,Nurse Midwives,312,198.0,841.0,169.0,72.0,0.0,385.0,1039.0,241.0,385.0,198.0,841.0,169.0,72.0,0.0,385.0,1039.0,241.0,385.0,7950.0,7950.0,0.02490566037735849,0.10578616352201257,0.021257861635220126,0.009056603773584906,0.0,0.048427672955974846,0.13069182389937106,0.03031446540880503,0.048427672955974846
29-1171,Nurse Practitioners,313,1090.0,4367.0,521.0,941.0,263.0,3009.0,5457.0,1462.0,3272.0,1090.0,4367.0,521.0,941.0,263.0,3009.0,5457.0,1462.0,3272.0,258230.0,258230.0,0.004221043256012082,0.016911280641288773,0.0020175812260388028,0.0036440382604654765,0.0010184719048909887,0.011652402896642529,0.021132323897300857,0.005661619486504279,0.012670874801533517
29-1181,Audiologists,314,0.0,58.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,13940.0,13940.0,0.0,0.004160688665710187,0.0,0.0,0.0,0.0,0.004160688665710187,0.0,0.0
29-1199,"Health Diagnosing and Treating Practitioners, All Other (#)",315,375.0,3631.0,177.0,817.0,0.0,2062.0,4006.0,994.0,2062.0,375.0,3631.0,177.0,817.0,0.0,2062.0,4006.0,994.0,2062.0,37880.0,37880.0,0.009899683210137275,0.09585533262935586,0.004672650475184794,0.021568109820485744,0.0,0.0544350580781415,0.10575501583949314,0.02624076029567054,0.0544350580781415
29-2011,Medical and Clinical Laboratory Technologists,316,2961.0,1791.0,1850.0,480.0,676.0,644.0,4752.0,2330.0,1320.0,2961.0,1791.0,1850.0,480.0,676.0,644.0,4752.0,2330.0,1320.0,166800.0,166800.0,0.01775179856115108,0.010737410071942446,0.011091127098321343,0.0028776978417266188,0.004052757793764988,0.0038609112709832136,0.028489208633093524,0.01396882494004796,0.007913669064748202
29-2012,Medical and Clinical Laboratory Technicians,317,3200.0,903.0,2200.0,407.0,520.0,390.0,4103.0,2607.0,910.0,3200.0,903.0,2200.0,407.0,520.0,390.0,4103.0,2607.0,910.0,166800.0,166800.0,0.019184652278177457,0.005413669064748201,0.013189448441247002,0.0024400479616306955,0.003117505995203837,0.0023381294964028776,0.02459832134292566,0.015629496402877696,0.005455635491606715
29-2021,Dental Hygienists,318,303.0,392.0,218.0,157.0,15.0,192.0,695.0,375.0,207.0,303.0,392.0,218.0,157.0,15.0,192.0,695.0,375.0,207.0,214700.0,214700.0,0.0014112715416860736,0.0018258034466697717,0.001015370284117373,0.0007312529110386586,6.986492780624127e-05,0.0008942710759198882,0.0032370749883558455,0.0017466231951560316,0.0009641360037261295
29-2031,Cardiovascular Technologists and Technicians,319,140.0,296.0,127.0,0.0,0.0,219.0,436.0,127.0,219.0,140.0,296.0,127.0,0.0,0.0,219.0,436.0,127.0,219.0,55750.0,55750.0,0.0025112107623318385,0.005309417040358744,0.0022780269058295965,0.0,0.0,0.003928251121076233,0.007820627802690583,0.0022780269058295965,0.003928251121076233
29-2032,Diagnostic Medical Sonographers,320,36.0,86.0,19.0,17.0,0.0,0.0,122.0,36.0,0.0,36.0,86.0,19.0,17.0,0.0,0.0,122.0,36.0,0.0,81080.0,81080.0,0.0004440059200789344,0.0010606808090774544,0.00023433645781943758,0.0002096694622594968,0.0,0.0,0.0015046867291563888,0.0004440059200789344,0.0
29-2033,Nuclear Medicine Technologists,321,1442.0,242.0,1007.0,0.0,169.0,144.0,1684.0,1007.0,313.0,1442.0,242.0,1007.0,0.0,169.0,144.0,1684.0,1007.0,313.0,16910.0,16910.0,0.08527498521584861,0.014311058545239503,0.05955056179775281,0.0,0.009994086339444116,0.008515671200473094,0.09958604376108811,0.05955056179775281,0.01850975753991721
29-2034,Radiologic Technologists,322,112.0,70.0,93.0,0.0,0.0,49.0,182.0,93.0,49.0,112.0,70.0,93.0,0.0,0.0,49.0,182.0,93.0,49.0,215820.0,215820.0,0.000518950977666574,0.00032434436104160873,0.00043091465109813733,0.0,0.0,0.00022704105272912612,0.0008432953387081828,0.00043091465109813733,0.00022704105272912612
29-2035,Magnetic Resonance Imaging Technologists,323,94.0,205.0,84.0,53.0,0.0,55.0,299.0,137.0,55.0,94.0,205.0,84.0,53.0,0.0,55.0,299.0,137.0,55.0,38380.0,38380.0,0.002449192287649818,0.005341323606044815,0.0021886399166232413,0.0013809275664408546,0.0,0.0014330380406461698,0.007790515893694633,0.0035695674830640957,0.0014330380406461698
29-2041,Emergency Medical Technicians and Paramedics (#),324,0.0,66.0,0.0,0.0,0.0,23.0,66.0,0.0,23.0,0.0,66.0,0.0,0.0,0.0,23.0,66.0,0.0,23.0,263160.0,263160.0,0.0,0.00025079799361605107,0.0,0.0,0.0,8.739930080559355e-05,0.00025079799361605107,0.0,8.739930080559355e-05
29-2051,Dietetic Technicians,325,457.0,2009.0,382.0,919.0,0.0,905.0,2466.0,1301.0,905.0,457.0,2009.0,382.0,919.0,0.0,905.0,2466.0,1301.0,905.0,19690.0,19690.0,0.023209751142712037,0.10203148806500761,0.019400711020822754,0.04667343829355002,0.0,0.04596241747079736,0.12524123920771965,0.06607414931437278,0.04596241747079736
29-2052,Pharmacy Technicians,326,609.0,804.0,123.0,212.0,0.0,0.0,1413.0,335.0,0.0,609.0,804.0,123.0,212.0,0.0,0.0,1413.0,335.0,0.0,453630.0,453630.0,0.0013425038026585543,0.0017723695522782884,0.00027114608822167844,0.0004673412252276084,0.0,0.0,0.0031148733549368427,0.0007384873134492868,0.0
29-2053,Psychiatric Technicians,327,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100950.0,100950.0,0.0,0.0004952947003467063,0.0,0.0,0.0,0.0,0.0004952947003467063,0.0,0.0
29-2054,Respiratory Therapy Technicians,328,24.0,187.0,18.0,31.0,0.0,96.0,211.0,49.0,96.0,24.0,187.0,18.0,31.0,0.0,96.0,211.0,49.0,96.0,82995.0,82995.0,0.000289174046629315,0.0022531477799867462,0.00021688053497198628,0.0003735164768961986,0.0,0.00115669618651726,0.0025423218266160614,0.0005903970118681848,0.00115669618651726
29-2055,Surgical Technologists,329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107400.0,107400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2056,Veterinary Technologists and Technicians,330,47.0,357.0,38.0,51.0,0.0,149.0,404.0,89.0,149.0,47.0,357.0,38.0,51.0,0.0,149.0,404.0,89.0,149.0,118750.0,118750.0,0.0003957894736842105,0.003006315789473684,0.00032,0.00042947368421052633,0.0,0.0012547368421052631,0.0034021052631578947,0.0007494736842105263,0.0012547368421052631
29-2057,Ophthalmic Medical Technicians,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66060.0,66060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2061,Licensed Practical and Licensed Vocational Nurses,332,309.0,326.0,177.0,143.0,0.0,99.0,635.0,320.0,99.0,309.0,326.0,177.0,143.0,0.0,99.0,635.0,320.0,99.0,632020.0,632020.0,0.0004889085788424417,0.0005158064618208285,0.00028005442865732097,0.00022625866270054745,0.0,0.00015664061263884056,0.00100471504066327,0.0005063130913578684,0.00015664061263884056
29-2071,Medical Records and Health Information Technicians (#),333,3719.0,1382.0,3016.0,645.0,309.0,276.0,5101.0,3661.0,585.0,3719.0,1382.0,3016.0,645.0,309.0,276.0,5101.0,3661.0,585.0,141500.0,141500.0,0.026282685512367492,0.00976678445229682,0.021314487632508834,0.004558303886925795,0.0021837455830388693,0.001950530035335689,0.036049469964664314,0.02587279151943463,0.004134275618374558
29-2081,"Opticians, Dispensing",334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73460.0,73460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2091,Orthotists and Prosthetists,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9150.0,9150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29-2092,Hearing Aid Specialists,336,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10080.0,10080.0,0.0,0.001984126984126984,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0
29-2099,"Health Technologists and Technicians, All Other (#)",328,172.0,407.0,85.0,157.0,0.0,120.0,579.0,242.0,120.0,172.0,407.0,85.0,157.0,0.0,120.0,579.0,242.0,120.0,82995.0,82995.0,0.002072414000843424,0.0049039098740888,0.0010241580818121574,0.0018916802217001025,0.0,0.001445870233146575,0.006976323874932225,0.0029158383035122596,0.001445870233146575
29-9011,Occupational Health and Safety Specialists,337,66.0,122.0,58.0,55.0,0.0,0.0,188.0,113.0,0.0,66.0,122.0,58.0,55.0,0.0,0.0,188.0,113.0,0.0,109430.0,109430.0,0.0006031252855706844,0.0011148679521155076,0.0005300191903499954,0.0005026044046422371,0.0,0.0,0.001717993237686192,0.0010326235949922324,0.0
29-9012,Occupational Health and Safety Technicians,338,54.0,341.0,16.0,81.0,0.0,174.0,395.0,97.0,174.0,54.0,341.0,16.0,81.0,0.0,174.0,395.0,97.0,174.0,23670.0,23670.0,0.0022813688212927757,0.014406421630756231,0.0006759611322348965,0.0034220532319391636,0.0,0.007351077313054499,0.016687790452049007,0.00409801436417406,0.007351077313054499
29-9091,Athletic Trainers,339,256.0,1012.0,129.0,311.0,0.0,507.0,1268.0,440.0,507.0,256.0,1012.0,129.0,311.0,0.0,507.0,1268.0,440.0,507.0,29720.0,29720.0,0.008613728129205921,0.03405114401076716,0.004340511440107672,0.010464333781965006,0.0,0.01705921938088829,0.04266487213997308,0.014804845222072678,0.01705921938088829
29-9092,Genetic Counselors,340,256.0,1494.0,162.0,253.0,0.0,813.0,1750.0,415.0,813.0,256.0,1494.0,162.0,253.0,0.0,813.0,1750.0,415.0,813.0,3220.0,3220.0,0.07950310559006211,0.4639751552795031,0.05031055900621118,0.07857142857142857,0.0,0.25248447204968943,0.5434782608695652,0.12888198757763975,0.25248447204968943
29-9099,"Healthcare Practitioners and Technical Workers, All Other (#)",333,259.0,3276.0,112.0,573.0,24.0,2116.0,3535.0,685.0,2140.0,259.0,3276.0,112.0,573.0,24.0,2116.0,3535.0,685.0,2140.0,141500.0,141500.0,0.0018303886925795053,0.023151943462897527,0.0007915194346289752,0.004049469964664311,0.0001696113074204947,0.014954063604240283,0.024982332155477033,0.004840989399293286,0.015123674911660777
31-1011,Home Health Aides,341,0.0,190.0,0.0,0.0,0.0,74.0,190.0,0.0,74.0,0.0,190.0,0.0,0.0,0.0,74.0,190.0,0.0,74.0,1752115.0,1752115.0,0.0,0.00010844037063777206,0.0,0.0,0.0,4.223467066944807e-05,0.00010844037063777206,0.0,4.223467066944807e-05
31-1013,Psychiatric Aides,342,126.0,252.0,25.0,0.0,0.0,122.0,378.0,25.0,122.0,126.0,252.0,25.0,0.0,0.0,122.0,378.0,25.0,122.0,30590.0,30590.0,0.004118993135011442,0.008237986270022883,0.0008172605426610003,0.0,0.0,0.003988231448185681,0.012356979405034324,0.0008172605426610003,0.003988231448185681
31-1014,Nursing Assistants,343,123.0,447.0,97.0,111.0,0.0,149.0,570.0,208.0,149.0,123.0,447.0,97.0,111.0,0.0,149.0,570.0,208.0,149.0,1310090.0,1310090.0,9.388667954110023e-05,0.0003411979329664374,7.404071476005465e-05,8.472700348830996e-05,0.0,0.00011373264432214581,0.00043508461250753766,0.00015876771824836463,0.00011373264432214581
31-1015,Orderlies,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44790.0,44790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-2011,Occupational Therapy Assistants,345,340.0,967.0,141.0,231.0,75.0,629.0,1307.0,372.0,704.0,340.0,967.0,141.0,231.0,75.0,629.0,1307.0,372.0,704.0,43810.0,43810.0,0.007760785208856425,0.022072586167541656,0.0032184432777904587,0.0052727687742524535,0.001711937913718329,0.014357452636384388,0.029833371376398084,0.008491212052042913,0.016069390550102716
31-2012,Occupational Therapy Aides,346,17.0,167.0,0.0,83.0,0.0,72.0,184.0,83.0,72.0,17.0,167.0,0.0,83.0,0.0,72.0,184.0,83.0,72.0,3710.0,3710.0,0.004582210242587601,0.04501347708894879,0.0,0.022371967654986523,0.0,0.01940700808625337,0.04959568733153639,0.022371967654986523,0.01940700808625337
31-2021,Physical Therapist Assistants,347,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,39.25473174896827,0.0,0.0,0.0,0.0,39.25473174896827,0.0,0.0,97740.0,97740.0,0.0,0.00040162402034958324,0.0,0.0,0.0,0.0,0.00040162402034958324,0.0,0.0
31-2022,Physical Therapist Aides,348,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.745268251031735,0.0,0.0,0.0,0.0,9.745268251031735,0.0,0.0,42800.0,42800.0,0.0,0.00022769318343532092,0.0,0.0,0.0,0.0,0.00022769318343532092,0.0,0.0
31-9011,Massage Therapists,349,45.0,665.0,15.0,118.0,0.0,365.0,710.0,133.0,365.0,45.0,665.0,15.0,118.0,0.0,365.0,710.0,133.0,365.0,86270.0,86270.0,0.0005216181754955372,0.007708357482322939,0.0001738727251651791,0.0013677987712994088,0.0,0.004230902979019358,0.008229975657818477,0.0015416714964645879,0.004230902979019358
31-9091,Dental Assistants,350,93.0,46.0,78.0,0.0,0.0,15.0,139.0,78.0,15.0,93.0,46.0,78.0,0.0,0.0,15.0,139.0,78.0,15.0,363880.0,363880.0,0.0002555787622293064,0.00012641530174782896,0.00021435638122457954,0.0,0.0,4.122238100472683e-05,0.0003819940639771353,0.00021435638122457954,4.122238100472683e-05
31-9092,Medical Assistants,351,960.0,617.0,709.0,110.0,0.0,358.0,1577.0,819.0,358.0,960.0,617.0,709.0,110.0,0.0,358.0,1577.0,819.0,358.0,752460.0,752460.0,0.0012758153257316004,0.0008199771416420806,0.0009422427770246923,0.0001461871727400792,0.0,0.00047577279855407596,0.002095792467373681,0.0010884299497647715,0.00047577279855407596
31-9093,Medical Equipment Preparers,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63890.0,63890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31-9094,Medical Transcriptionists,353,1785.0,2075.0,1339.0,1245.0,210.0,592.0,3860.0,2584.0,802.0,1785.0,2075.0,1339.0,1245.0,210.0,592.0,3860.0,2584.0,802.0,48680.0,48680.0,0.03666803615447822,0.0426253081347576,0.027506162695152013,0.02557518488085456,0.004313886606409203,0.012161051766639277,0.07929334428923583,0.05308134757600658,0.01647493837304848
31-9095,Pharmacy Aides,354,336.0,1663.0,205.0,428.0,69.0,1132.0,1999.0,633.0,1201.0,336.0,1663.0,205.0,428.0,69.0,1132.0,1999.0,633.0,1201.0,43230.0,43230.0,0.007772380291464261,0.03846865602590793,0.004742077261161231,0.009900532037936617,0.0015961138098542678,0.02618551931529031,0.0462410363173722,0.014642609299097848,0.027781633125144575
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,355,643.0,1154.0,442.0,325.0,40.0,589.0,1797.0,767.0,629.0,643.0,1154.0,442.0,325.0,40.0,589.0,1797.0,767.0,629.0,111880.0,111880.0,0.005747229174115124,0.010314622810153736,0.003950661422953164,0.002904898105112621,0.0003575259206292456,0.005264569181265642,0.01606185198426886,0.0068555595280657845,0.005622095101894887
31-9097,Phlebotomists,356,116.0,54.0,106.0,22.0,0.0,0.0,170.0,128.0,0.0,116.0,54.0,106.0,22.0,0.0,0.0,170.0,128.0,0.0,137090.0,137090.0,0.0008461594572908308,0.00039390181632504196,0.0007732146764898971,0.00016047851776205413,0.0,0.0,0.0012400612736158728,0.0009336931942519513,0.0
31-9099,"Healthcare Support Workers, All Other",357,0.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,107170.0,107170.0,0.0,0.0003359149015582719,0.0,0.0,0.0,0.0,0.0003359149015582719,0.0,0.0
33-1011,First-Line Supervisors of Correctional Officers,358,203.0,39.0,160.0,0.0,0.0,0.0,242.0,160.0,0.0,203.0,39.0,160.0,0.0,0.0,0.0,242.0,160.0,0.0,55900.0,55900.0,0.003631484794275492,0.0006976744186046512,0.0028622540250447226,0.0,0.0,0.0,0.004329159212880143,0.0028622540250447226,0.0
33-1012,First-Line Supervisors of Police and Detectives,359,0.0,268.0,0.0,18.0,0.0,103.0,268.0,18.0,103.0,0.0,268.0,0.0,18.0,0.0,103.0,268.0,18.0,103.0,131860.0,131860.0,0.0,0.002032458668284544,0.0,0.0001365084180191112,0.0,0.0007811315031093584,0.002032458668284544,0.0001365084180191112,0.0007811315031093584
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,360,137.0,116.0,112.0,59.0,0.0,34.0,253.0,171.0,34.0,137.0,116.0,112.0,59.0,0.0,34.0,253.0,171.0,34.0,84040.0,84040.0,0.0016301761066158972,0.0013802950975725845,0.0013326987148976678,0.0007020466444550214,0.0,0.000404569252736792,0.0030104712041884815,0.0020347453593526892,0.000404569252736792
33-1099,"First-Line Supervisors of Protective Service Workers, All Other (#)",361,,,,,,,,,,,,,,,,,,,82860.0,82860.0,,,,,,,,,
33-2011,Firefighters,362,0.0,67.0,0.0,0.0,0.0,17.0,67.0,0.0,17.0,0.0,67.0,0.0,0.0,0.0,17.0,67.0,0.0,17.0,321450.0,321450.0,0.0,0.00020843054907450614,0.0,0.0,0.0,5.288536319800902e-05,0.00020843054907450614,0.0,5.288536319800902e-05
33-2021,Fire Inspectors and Investigators,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14510.0,14510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-2022,Forest Fire Inspectors and Prevention Specialists,364,0.0,45.0,0.0,20.0,0.0,21.0,45.0,20.0,21.0,0.0,45.0,0.0,20.0,0.0,21.0,45.0,20.0,21.0,2290.0,2290.0,0.0,0.019650655021834062,0.0,0.008733624454148471,0.0,0.009170305676855894,0.019650655021834062,0.008733624454148471,0.009170305676855894
33-3011,Bailiffs,365,23.0,0.0,19.0,0.0,0.0,0.0,23.0,19.0,0.0,23.0,0.0,19.0,0.0,0.0,0.0,23.0,19.0,0.0,16470.0,16470.0,0.0013964784456587736,0.0,0.001153612629022465,0.0,0.0,0.0,0.0013964784456587736,0.001153612629022465,0.0
33-3012,Correctional Officers and Jailers,366,7198.0,4623.0,3203.0,1547.0,555.0,2484.0,11821.0,4750.0,3039.0,7198.0,4623.0,3203.0,1547.0,555.0,2484.0,11821.0,4750.0,3039.0,363250.0,363250.0,0.019815554026152787,0.012726772195457673,0.008817618719889883,0.004258774948382656,0.0015278733654507915,0.00683826565726084,0.03254232622161046,0.01307639366827254,0.008366139022711631
33-3021,Detectives and Criminal Investigators,367,1660.0,2412.0,1128.0,600.0,16.0,1274.0,4072.0,1728.0,1290.0,1660.0,2412.0,1128.0,600.0,16.0,1274.0,4072.0,1728.0,1290.0,107400.0,107400.0,0.015456238361266294,0.022458100558659218,0.010502793296089385,0.00558659217877095,0.000148975791433892,0.01186219739292365,0.03791433891992551,0.016089385474860336,0.012011173184357541
33-3031,Fish and Game Wardens,368,0.0,73.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,6530.0,6530.0,0.0,0.011179173047473201,0.0,0.0,0.0,0.0,0.011179173047473201,0.0,0.0
33-3041,Parking Enforcement Workers,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8150.0,8150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-3051,Police and Sheriff's Patrol Officers,370,1320.0,766.0,961.0,466.0,27.0,194.0,2086.0,1427.0,221.0,1320.0,766.0,961.0,466.0,27.0,194.0,2086.0,1427.0,221.0,655890.0,655890.0,0.0020125325893061334,0.0011678787601579533,0.0014651847108509048,0.0007104849898611048,4.116543932671637e-05,0.0002957813047919621,0.0031804113494640868,0.0021756697007120096,0.00033694674411867843
33-3052,Transit and Railroad Police,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3370.0,3370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33-9011,Animal Control Workers,372,124.0,553.0,0.0,249.0,0.0,47.0,677.0,249.0,47.0,124.0,553.0,0.0,249.0,0.0,47.0,677.0,249.0,47.0,11490.0,11490.0,0.010791993037423847,0.04812880765883377,0.0,0.0216710182767624,0.0,0.004090513489991297,0.058920800696257616,0.0216710182767624,0.004090513489991297
33-9021,Private Detectives and Investigators,373,90.0,158.0,49.0,17.0,0.0,44.0,248.0,66.0,44.0,90.0,158.0,49.0,17.0,0.0,44.0,248.0,66.0,44.0,32050.0,32050.0,0.0028081123244929796,0.0049297971918876755,0.001528861154446178,0.000530421216848674,0.0,0.0013728549141965678,0.0077379095163806555,0.0020592823712948516,0.0013728549141965678
33-9031,Gaming Surveillance Officers and Gaming Investigators,374,15.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,15.0,15.0,0.0,10500.0,10500.0,0.0014285714285714286,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0014285714285714286,0.0014285714285714286,0.0
33-9032,Security Guards,375,1458.0,20.0,872.0,0.0,174.0,0.0,1478.0,872.0,174.0,1458.0,20.0,872.0,0.0,174.0,0.0,1478.0,872.0,174.0,1124890.0,1124890.0,0.0012961267323916116,1.777951621936367e-05,0.000775186907164256,0.0,0.00015468179110846394,0.0,0.0013139062486109752,0.000775186907164256,0.00015468179110846394
33-9091,Crossing Guards,376,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,91270.0,91270.0,0.00019721704831817684,0.0,0.0,0.0,0.0,0.0,0.00019721704831817684,0.0,0.0
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",377,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,107930.0,107930.0,0.0,0.0007597516909107756,0.0,0.0,0.0,0.0,0.0007597516909107756,0.0,0.0
33-9093,Transportation Security Screeners,378,78.0,183.0,52.0,90.0,0.0,0.0,261.0,142.0,0.0,78.0,183.0,52.0,90.0,0.0,0.0,261.0,142.0,0.0,47550.0,47550.0,0.001640378548895899,0.0038485804416403787,0.0010935856992639328,0.0018927444794952682,0.0,0.0,0.0054889589905362775,0.0029863301787592007,0.0
33-9099,"Protective Service Workers, All Other (#)",379,334.0,375.0,190.0,106.0,0.0,96.0,709.0,296.0,96.0,334.0,375.0,190.0,106.0,0.0,96.0,709.0,296.0,96.0,157940.0,157940.0,0.0021147271115613524,0.0023743193617829558,0.0012029884766366974,0.0006711409395973154,0.0,0.0006078257566164366,0.004489046473344308,0.001874129416234013,0.0006078257566164366
35-1011,Chefs and Head Cooks,380,180.0,881.0,94.0,359.0,0.0,336.0,1061.0,453.0,336.0,180.0,881.0,94.0,359.0,0.0,336.0,1061.0,453.0,336.0,160190.0,160190.0,0.001123665647044135,0.005499719083588239,0.0005868031712341594,0.002241088707160247,0.0,0.0020975092078157186,0.0066233847306323744,0.0028278918783944066,0.0020975092078157186
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,381,110.0,1044.0,52.0,453.0,0.0,478.0,1154.0,505.0,478.0,110.0,1044.0,52.0,453.0,0.0,478.0,1154.0,505.0,478.0,1169620.0,1169620.0,9.404763940425096e-05,0.0008925975958003454,4.445888408200954e-05,0.0003873052786375062,0.0,0.0004086797421384723,0.0009866452352045964,0.00043176416271951577,0.0004086797421384723
35-2011,"Cooks, Fast Food",382,0.0,2490.0,0.0,1201.0,0.0,1010.0,2490.0,1201.0,1010.0,0.0,2490.0,0.0,1201.0,0.0,1010.0,2490.0,1201.0,1010.0,725590.0,725590.0,0.0,0.0034316900729061866,0.0,0.0016552047299439078,0.0,0.00139197067214267,0.0034316900729061866,0.0016552047299439078,0.00139197067214267
35-2012,"Cooks, Institution and Cafeteria",383,0.0,132.0,0.0,0.0,0.0,22.0,132.0,0.0,22.0,0.0,132.0,0.0,0.0,0.0,22.0,132.0,0.0,22.0,417780.0,417780.0,0.0,0.000315955766192733,0.0,0.0,0.0,5.2659294365455505e-05,0.000315955766192733,0.0,5.2659294365455505e-05
