task_key,soc_2010,1p_api_task_count,claude_ai_task_count,1p_api_automation_count,claude_ai_automation_count,1p_api_augmentation_count,claude_ai_augmentation_count,total_task_count,total_automation_count,total_augmentation_count
maintain clean lobbies or entrance areas for travelers or guests.,39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"deliver messages and room service orders, and run errands for guests.",39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"act as part of the security team at transportation terminals, hotels, or similar establishments.",39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"explain the operation of room features, such as locks, ventilation systems, and televisions.",39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"inspect guests' rooms to ensure that they are adequately stocked, orderly, and comfortable.",39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"arrange for shipments of baggage, express mail, and parcels by providing weighing and billing services.",39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pick up and return items for laundry and valet service.,39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compute and complete charge slips for services rendered and maintain records.,39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"page guests in hotel lobbies, dining rooms, or other areas.",39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete baggage insurance forms.,39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up conference rooms, display tables, racks, or shelves, and arrange merchandise displays for sales personnel.",39-6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",39-6012,96.0,76.0,77.0,27.0,0.0,18.0,172.0,104.0,18.0
"provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",39-6012,214.0,2029.0,174.0,1183.0,0.0,798.0,2243.0,1357.0,798.0
make travel arrangements for sightseeing or other tours.,39-6012,53.0,77.0,39.0,0.0,0.0,17.0,130.0,39.0,17.0
"receive, store, or deliver luggage or mail.",39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"carry out unusual requests, such as searching for hard-to-find items or arranging for exotic services, such as hot-air balloon rides.",39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pick up and deliver items or run errands for guests.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide directions to guests.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrange for interpreters or translators when patrons require such services.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"provide business services for guests, such as sending or receiving faxes or shipping packages.",39-6012,0.0,86.0,0.0,21.0,0.0,19.0,86.0,21.0,19.0
"plan special events, parties, or meetings, which may include booking musicians or celebrities.",39-6012,22.0,83.0,15.0,27.0,0.0,34.0,105.0,42.0,34.0
arrange childcare services for guests.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform office duties on a temporary basis when needed.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrange for the replacement of items lost by travelers.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clean and tidy hotel lounge.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide food and beverage services to guests.,39-6012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"describe tour points of interest to group members, and respond to questions.",39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"escort individuals or groups on cruises, sightseeing tours, or through places of interest such as industrial establishments, public buildings, and art galleries.",39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conduct educational activities for school children.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monitor visitors' activities to ensure compliance with establishment or tour regulations and safety practices.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide directions and other pertinent information to visitors.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"greet and register visitors, and issue any required identification badges or safety devices.",39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"distribute brochures, show audiovisual presentations, and explain establishment processes and operations at tour sites.",39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"research various topics, including site history, environmental conditions, and clients' skills and abilities to plan appropriate expeditions, instruction, and commentary.",39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
select travel routes and sites to be visited based on knowledge of specific areas.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drive motor vehicles to transport visitors to establishments and tour site locations.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collect fees and tickets from group members.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assemble and check the required supplies and equipment prior to departure.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"provide for physical safety of groups, performing such activities as providing first aid and directing emergency evacuations.",39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
train other guides and volunteers.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform clerical duties such as filing, typing, operating switchboards, and routing mail and messages.",39-7011,43.0,0.0,36.0,0.0,0.0,0.0,43.0,36.0,0.0
solicit tour patronage and sell souvenirs.,39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
speak foreign languages to communicate with foreign visitors.,39-7011,45.0,877.0,0.0,164.0,0.0,172.0,922.0,164.0,172.0
"teach skills, such as proper climbing methods, and demonstrate and advise on the use of equipment.",39-7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"provide information about wildlife varieties and habitats, as well as any relevant regulations, such as those pertaining to hunting and fishing.",39-7011,0.0,88.0,0.0,16.0,0.0,17.0,88.0,16.0,17.0
"plan tour itineraries, applying knowledge of travel routes and destination sites.",39-7012,265.0,705.0,199.0,270.0,38.0,403.0,970.0,469.0,441.0
"resolve any problems with itineraries, service, or accommodations.",39-7012,182.0,18.0,151.0,0.0,0.0,0.0,200.0,151.0,0.0
sell travel packages.,39-7012,22.0,0.0,16.0,0.0,0.0,0.0,22.0,16.0,0.0
"arrange for tour or expedition details such as accommodations, transportation, equipment, and the availability of medical personnel.",39-7012,0.0,50.0,0.0,0.0,0.0,17.0,50.0,0.0,17.0
"evaluate services received on the tour, and report findings to tour organizers.",39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lead individuals or groups to tour site locations and describe points of interest.,39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
verify amounts and quality of equipment prior to expeditions or tours.,39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pay bills and record checks issued.,39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attend to special needs of tour participants.,39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
give advice on sightseeing and shopping.,39-7012,25.0,259.0,19.0,123.0,0.0,97.0,284.0,142.0,97.0
"provide tourists with assistance in obtaining permits and documents such as visas, passports, and health certificates, and in converting currency.",39-7012,0.0,103.0,0.0,38.0,0.0,17.0,103.0,38.0,17.0
administer first aid to injured group participants.,39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pilot airplanes or drive land and water vehicles to transport tourists to activity or tour sites.,39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"set up camps, and prepare meals for tour group members.",39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"instruct novices in climbing techniques, mountaineering, and wilderness survival, and demonstrate use of hunting, fishing, and climbing equipment.",39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"sell or rent equipment, clothing, and supplies related to expeditions.",39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
explain hunting and fishing laws to groups to ensure compliance.,39-7012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain a safe play environment.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dress children and change diapers.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observe and monitor children's play activities.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"communicate with children's parents or guardians about daily activities, behaviors, and related issues.",39-9011,20.0,199.0,0.0,68.0,0.0,78.0,219.0,68.0,78.0
sanitize toys and play equipment.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"keep records on individual children, including daily observations and information about activities, meals served, and medications administered.",39-9011,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0
"support children's emotional and social development, encouraging understanding of others and positive self-concepts.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
identify signs of emotional or developmental problems in children and bring them to parents' or guardians' attention.,39-9011,41.0,0.0,31.0,0.0,0.0,0.0,41.0,31.0,0.0
assist in preparing food and serving meals and refreshments to children.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"instruct children in health and personal habits, such as eating, resting, and toilet habits.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
create developmentally appropriate lesson plans.,39-9011,28.0,179.0,21.0,116.0,0.0,29.0,207.0,137.0,29.0
"read to children and teach them simple painting, drawing, handicrafts, and songs.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"discipline children and recommend or initiate other measures to control behavior, such as caring for own clothing and picking up toys and books.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regulate children's rest periods.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform general administrative tasks, such as taking attendance, editing internal paperwork, and making phone calls.",39-9011,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
"perform housekeeping duties, such as laundry, cleaning, dish washing, and changing of linens.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organize and store toys and materials to ensure order in activity areas.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"organize and participate in recreational activities and outings, such as games and field trips.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"provide care for mentally disturbed, delinquent, or handicapped children.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"care for children in institutional setting, such as group homes, nursery schools, private businesses, or schools for the handicapped.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operate in-house day-care centers within businesses.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform general personnel functions, such as supervision, training, and scheduling.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help children with homework and school work.,39-9011,41.0,1270.0,26.0,548.0,0.0,665.0,1311.0,574.0,665.0
sterilize bottles and prepare formulas.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"accompany children to and from school, on outings, and to medical appointments.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
place or hoist children into baths or pools.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform first aid or cardiopulmonary resuscitation (cpr) when required.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"instruct children in safe behavior, such as seeking adult assistance when crossing the street and avoiding contact or play with unsafe objects.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
model appropriate social behaviors and encourage concern for others to cultivate development of interpersonal relationships and communication skills.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"observe children's behavior for irregularities, take temperature, transport children to doctor, or administer medications, as directed, to maintain children's health.",39-9011,0.0,121.0,0.0,15.0,0.0,65.0,121.0,15.0,65.0
"teach and perform age-appropriate activities, such as lap play, reading, and arts and crafts to encourage intellectual development of children.",39-9011,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
"assign appropriate chores and praise targeted behaviors to encourage development of self-control, self-confidence, and responsibility.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help prepare and serve nutritionally balanced meals and snacks for children.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"instruct and assist children in the development of health and personal habits, such as eating, resting, and toilet behavior.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remove hazards and develop appropriate boundaries and rules to create a safe environment for children.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
work with parents to develop and implement discipline programs to promote desirable child behavior.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"organize and conduct age-appropriate recreational activities, such as games, arts and crafts, sports, walks, and play dates.",39-9011,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
meet regularly with parents to discuss children's activities and development.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"transport children to schools, social outings, and medical appointments.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regulate children's rest periods and nap schedules.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help develop or monitor family schedule.,39-9011,17.0,58.0,0.0,20.0,0.0,0.0,75.0,20.0,0.0
supervise and assist with homework.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"keep records of play, meal schedules, and bill payment.",39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perform housekeeping and cleaning duties related to children's care.,39-9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"administer bedside or personal care, such as ambulation or personal hygiene assistance.",39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"prepare and maintain records of client progress and services performed, reporting changes in client condition to manager or supervisor.",39-9021,0.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
"perform healthcare-related tasks, such as monitoring vital signs and medication, under the direction of registered nurses or physiotherapists.",39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"participate in case reviews, consulting with the team caring for the client, to evaluate the client's needs and plan for continuing services.",39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"care for individuals or families during periods of incapacitation, family disruption, or convalescence, providing companionship, personal care, or help in adjusting to new lifestyles.",39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform housekeeping duties, such as cooking, cleaning, washing clothes or dishes, or running errands.",39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"instruct or advise clients on issues such as household cleanliness, utilities, hygiene, nutrition, or infant care.",39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan, shop for, or prepare nutritious meals or assist families in planning, shopping for, or preparing nutritious meals.",39-9021,0.0,168.0,0.0,55.0,0.0,63.0,168.0,55.0,63.0
"transport clients to locations outside the home, such as to physicians' offices or on outings, using a motor vehicle.",39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"provide clients with communication assistance, typing their correspondence or obtaining information for them.",39-9021,237.0,5152.0,115.0,2020.0,72.0,3076.0,5389.0,2135.0,3148.0
train family members to provide bedside care.,39-9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
offer alternatives during classes to accommodate different levels of fitness.,39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"plan routines, choose appropriate music, and choose different movements for each set of muscles, depending on participants' capabilities and limitations.",39-9031,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
"evaluate individuals' abilities, needs, and physical conditions, and develop suitable training programs to meet any special requirements.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observe participants and inform them of corrective measures necessary for skill improvement.,39-9031,89.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0
monitor participants' progress and adapt programs as needed.,39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teach proper breathing techniques used during physical exertion.,39-9031,0.0,71.0,0.0,0.0,0.0,42.0,71.0,0.0,42.0
instruct participants in maintaining exertion levels to maximize benefits from exercise routines.,39-9031,0.0,208.0,0.0,0.0,0.0,154.0,208.0,0.0,154.0
teach and demonstrate use of gymnastic and training equipment such as trampolines and weights.,39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"explain and enforce safety rules and regulations governing sports, recreational activities, and the use of exercise equipment.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"provide students with information and resources regarding nutrition, weight control, and lifestyle issues.",39-9031,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
"conduct therapeutic, recreational, or athletic activities.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"administer emergency first aid, wrap injuries, treat minor chronic disabilities, or refer injured persons to physicians.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintain fitness equipment.,39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advise clients about proper clothing and shoes.,39-9031,0.0,41.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
"teach individual and team sports to participants through instruction and demonstration, utilizing knowledge of sports techniques and of participants' physical capabilities.",39-9031,0.0,41.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
plan physical education programs to promote development of participants' physical attributes and social skills.,39-9031,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
"maintain equipment inventories, and select, store, or issue equipment as needed.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"promote health clubs through membership sales, and record member information.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advise participants in use of heat or ultraviolet treatments and hot baths.,39-9031,0.0,93.0,0.0,0.0,0.0,68.0,93.0,0.0,68.0
"massage body parts to relieve soreness, strains, and bruises.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organize and conduct competitions and tournaments.,39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"organize, lead, and referee indoor and outdoor games such as volleyball, baseball, and basketball.",39-9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enforce rules and regulations of recreational facilities to maintain discipline and ensure safety.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manage the daily operations of recreational facilities.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
administer first aid according to prescribed procedures and notify emergency medical personnel when necessary.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"organize, lead, and promote interest in recreational activities, such as arts, crafts, sports, games, camping, and hobbies.",39-9032,0.0,122.0,0.0,43.0,0.0,51.0,122.0,43.0,51.0
"greet new arrivals to activities, introducing them to other participants, explaining facility rules, and encouraging participation.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"supervise and coordinate the work activities of personnel, such as training staff members and assigning work duties.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confer with management to discuss and resolve participant complaints.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"explain principles, techniques, and safety procedures to participants in recreational activities and demonstrate use of materials and equipment.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
complete and maintain time and attendance forms and inventory lists.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"evaluate recreation areas, facilities, and services to determine if they are producing desired results.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ascertain and interpret group interests, evaluate equipment and facilities, and adapt activities to meet participant needs.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
encourage participants to develop their own activities and leadership skills through group discussions.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"meet and collaborate with agency personnel, community organizations, and other professional personnel to plan balanced recreational programs for participants.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"meet with staff to discuss rules, regulations, and work-related problems.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct special activities or events, such as aquatics, gymnastics, or performing arts.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide for entertainment and set up related decorations and equipment.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conduct individual in-room visits with residents.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serve as liaison between park or recreation administrators and activity instructors.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"evaluate staff performance, recording evaluations on appropriate forms.",39-9032,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
schedule maintenance and use of facilities.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
take residents on community outings.,39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"oversee the purchase, planning, design, construction, and upkeep of recreation facilities and areas.",39-9032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enforce rules and regulations to ensure the smooth and orderly operation of dormitory programs.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide emergency first aid and summon medical assistance when necessary.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mediate interpersonal problems between residents.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
make regular rounds to ensure that residents and areas are safe and secure.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
observe students to detect and report unusual behavior.,39-9041,15.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
communicate with other staff to resolve problems with individual students.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"counsel students in the handling of issues such as family, financial, and educational problems.",39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collaborate with counselors to develop counseling programs that address the needs of individual students.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
develop and coordinate educational programs for residents.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
develop program plans for individuals or assist in plan development.,39-9041,69.0,193.0,15.0,100.0,0.0,67.0,262.0,115.0,67.0
provide requested information on students' progress and the development of case plans.,39-9041,32.0,111.0,16.0,44.0,0.0,31.0,143.0,60.0,31.0
hold regular meetings with each assigned unit.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supervise students' housekeeping work to ensure that it is done properly.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"administer, coordinate, or recommend disciplinary and corrective actions.",39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
confer with medical personnel to better understand the backgrounds and needs of individual residents.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"answer telephones, and route calls or deliver messages.",39-9041,173.0,59.0,74.0,0.0,0.0,0.0,232.0,74.0,0.0
"determine the need for facility maintenance and repair, and notify appropriate personnel.",39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"supervise, train, and evaluate residence hall staff, including resident assistants, participants in work-study programs and other student workers.",39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oversee departmental budget.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supervise the activities of housekeeping personnel.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compile information such as residents' daily activities and the quantities of supplies used to prepare required reports.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaperone group-sponsored trips and social functions.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
process contract cancellations for students who are unable to follow residence hall policies and procedures.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide transportation or escort for expeditions such as shopping trips or visits to doctors or dentists.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
order supplies for facilities.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assign rooms to students.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"direct and participate in on- and off-campus recreational activities for residents of institutions, boarding schools, fraternities or sororities, children's homes, or similar establishments.",39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accompany and supervise students during meals.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sort and distribute mail.,39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"inventory, pack, and remove items left behind by former residents.",39-9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.,41-1011,1101.0,950.0,532.0,357.0,75.0,256.0,2051.0,889.0,331.0
"direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or in performing services for customers.",41-1011,60.0,31.0,37.0,0.0,0.0,0.0,91.0,37.0,0.0
monitor sales activities to ensure that customers receive satisfactory service and quality goods.,41-1011,1497.0,33.0,1278.0,19.0,96.0,0.0,1530.0,1297.0,96.0
inventory stock and reorder when inventory drops to a specified level.,41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instruct staff on how to handle difficult and complicated sales.,41-1011,213.0,412.0,159.0,109.0,15.0,251.0,625.0,268.0,266.0
"hire, train, and evaluate personnel in sales or marketing establishments, promoting or firing workers when appropriate.",41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assign employees to specific duties.,41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"enforce safety, health, and security rules.",41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examine merchandise to ensure that it is correctly priced and displayed and that it functions as advertised.,41-1011,716.0,43.0,638.0,0.0,30.0,0.0,759.0,638.0,30.0
plan budgets and authorize payments and merchandise returns.,41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"perform work activities of subordinates, such as cleaning and organizing shelves and displays and selling merchandise.",41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
plan and prepare work schedules and keep records of employees' work schedules and time cards.,41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
review inventory and sales records to prepare reports for management and budget departments.,41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
examine products purchased for resale or received for storage to assess the condition of each product or item.,41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"establish and implement policies, goals, objectives, and procedures for their department.",41-1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
